Timestamp,Open,High,Low,Close,Volume,VWAP,Type,Range
16-04-2024 09:45,2,2,0,0,299,3.978533095,Sell,2
16-04-2024 09:30,3,3,2,2,122,5.273504274,Sell,1
16-04-2024 09:15,4,4,4,4,4,5.799139168,Sell,0
16-04-2024 09:00,5,5,4,4,28,5.80952381,Sell,1
16-04-2024 08:45,4,5,4,5,77,5.872180451,Buy,1
16-04-2024 08:30,6,6,5,5,39,6.100340136,Sell,1
16-04-2024 08:15,6,6,6,6,11,6.174863388,Sell,0
16-04-2024 08:00,6,6,6,6,1,6.178438662,Sell,0
16-04-2024 07:45,6,6,6,6,12,6.17877095,Sell,0
16-04-2024 07:30,7,7,6,6,17,6.182857143,Sell,1
16-04-2024 07:15,8,8,7,7,17,6.177165354,Sell,1
16-04-2024 07:00,7,9,7,9,85,6.130346232,Buy,2
16-04-2024 06:45,6,8,6,7,126,5.783251232,Buy,2
16-04-2024 06:30,6,7,5,7,44,5.310714286,Buy,2
16-04-2024 04:15,7,7,7,7,22,5.194915254,Sell,0
16-04-2024 04:00,7,7,6,6,16,5.009345794,Sell,1
16-04-2024 03:45,8,8,8,8,6,4.868686869,Sell,0
16-04-2024 03:30,7,9,7,8,23,4.770833333,Buy,2
16-04-2024 03:15,7,8,7,7,9,4.378698225,Sell,1
16-04-2024 03:00,6,7,6,7,8,4.225,Buy,1
16-04-2024 02:45,4,6,4,6,46,4.092105263,Buy,2
16-04-2024 02:30,3,4,3,4,29,3.839622642,Buy,1
15-04-2024 15:15,4,4,4,4,1,3.896103896,Sell,0
15-04-2024 15:00,4,4,4,4,8,3.894736842,Sell,0
15-04-2024 14:30,4,4,4,4,3,3.882352941,Sell,0
15-04-2024 14:15,4,4,4,4,3,3.876923077,Sell,0
15-04-2024 14:00,4,4,4,4,28,3.870967742,Sell,0
15-04-2024 13:45,4,4,4,4,13,3.764705882,Sell,0
15-04-2024 13:15,4,4,3,3,15,3.619047619,Sell,1
15-04-2024 13:00,4,4,3,4,6,3.833333333,Sell,1
15-04-2024 09:45,3,3,2,3,29,4.404564315,Sell,1
15-04-2024 09:30,3,3,3,3,98,4.51214128,Sell,0
15-04-2024 09:15,3,3,3,3,33,4.929577465,Sell,0
15-04-2024 08:45,4,4,4,4,18,5.127329193,Sell,0
15-04-2024 08:30,4,4,4,4,8,5.194078947,Sell,0
15-04-2024 08:15,4,4,4,4,1,5.226351351,Sell,0
15-04-2024 08:00,4,4,4,4,12,5.230508475,Sell,0
15-04-2024 07:45,3,4,3,4,2,5.282685512,Buy,1
15-04-2024 07:30,4,4,3,4,32,5.295373665,Sell,1
15-04-2024 07:15,5,5,4,4,47,5.469879518,Sell,1
15-04-2024 07:00,5,5,4,5,66,5.782178218,Sell,1
15-04-2024 06:45,6,6,6,6,30,6.441176471,Sell,0
15-04-2024 06:30,6,7,6,6,29,6.566037736,Sell,1
15-04-2024 04:15,6,7,6,7,7,6.74025974,Buy,1
15-04-2024 04:00,6,6,6,6,8,6.728571429,Sell,0
15-04-2024 03:45,6,6,6,6,3,6.822580645,Sell,0
15-04-2024 03:30,6,6,6,6,5,6.86440678,Sell,0
15-04-2024 03:15,6,6,6,6,10,6.944444444,Sell,0
15-04-2024 03:00,7,7,6,6,11,7.159090909,Sell,1
15-04-2024 02:45,7,7,7,7,10,7.424242424,Sell,0
15-04-2024 02:30,8,8,7,7,23,7.608695652,Sell,1
12-04-2024 09:45,8,8,7,8,14,8.060465116,Sell,1
12-04-2024 09:30,9,9,7,8,45,8.064903846,Sell,2
12-04-2024 09:15,9,9,8,8,4,8.067385445,Sell,1
12-04-2024 09:00,9,9,9,9,1,8.0626703,Sell,0
12-04-2024 08:45,8,10,7,9,33,8.06010929,Buy,3
12-04-2024 08:30,8,8,8,8,3,8.024024024,Sell,0
12-04-2024 07:45,8,8,8,8,1,8.024242424,Sell,0
12-04-2024 07:30,9,9,9,9,3,8.024316109,Sell,0
12-04-2024 07:00,9,9,8,8,58,8.015337423,Sell,1
12-04-2024 06:45,9,9,9,9,12,7.992537313,Sell,0
12-04-2024 06:30,8,9,8,9,12,7.9453125,Buy,1
12-04-2024 03:45,11,11,8,9,32,7.897540984,Sell,3
12-04-2024 03:30,10,11,10,11,23,7.70754717,Buy,1
12-04-2024 03:15,9,10,8,10,23,7.391534392,Buy,2
12-04-2024 03:00,8,10,8,10,32,7.144578313,Buy,2
12-04-2024 02:45,7,9,7,8,68,6.701492537,Buy,2
12-04-2024 02:30,7,7,4,6,66,5.606060606,Sell,3
09-04-2024 09:45,8,8,8,8,82,7.731411229,Sell,0
09-04-2024 09:30,8,8,8,8,1,7.693240901,Sell,0
09-04-2024 09:15,10,10,10,10,5,7.692708333,Sell,0
09-04-2024 08:30,10,10,10,10,4,7.672504378,Sell,0
09-04-2024 08:00,10,10,9,10,36,7.656084656,Sell,1
09-04-2024 07:30,12,12,11,11,7,7.519774011,Sell,1
09-04-2024 07:15,12,12,12,12,15,7.469465649,Sell,0
09-04-2024 07:00,12,13,12,12,20,7.335952849,Sell,1
09-04-2024 06:45,11,12,11,12,39,7.137014315,Buy,1
09-04-2024 06:30,8,11,7,11,126,6.717777778,Buy,4
09-04-2024 04:15,8,8,8,8,14,5.941358025,Sell,0
09-04-2024 03:30,9,10,9,9,23,5.848387097,Sell,1
09-04-2024 03:15,8,10,8,9,68,5.557491289,Buy,2
09-04-2024 03:00,7,8,7,8,43,4.552511416,Buy,1
09-04-2024 02:45,4,7,4,7,89,3.920454545,Buy,3
