Timestamp,Open,High,Low,Close,Volume,VWAP,Type,Range
16-04-2024 09:45,166,167,162,162,20,172.8218391,Sell,5
16-04-2024 09:30,167,167,167,167,1,173.2195122,Sell,0
16-04-2024 09:15,169,169,169,169,1,173.2385321,Sell,0
16-04-2024 08:45,172,172,170,171,50,173.2515337,Sell,2
16-04-2024 08:30,178,178,173,173,42,173.7862319,Sell,5
16-04-2024 08:15,179,179,176,177,5,173.8846154,Sell,3
16-04-2024 08:00,181,181,181,181,1,173.8078603,Sell,0
16-04-2024 07:15,183,183,183,183,1,173.7763158,Sell,0
16-04-2024 07:00,184,185,182,184,10,173.7356828,Sell,3
16-04-2024 06:45,176,182,176,182,14,173.2626728,Buy,6
16-04-2024 06:30,178,178,178,178,1,172.955665,Sell,0
16-04-2024 04:00,180,180,180,180,1,172.9306931,Sell,0
16-04-2024 03:45,184,184,184,184,2,172.8955224,Sell,0
16-04-2024 03:30,181,181,181,181,2,172.7839196,Sell,0
16-04-2024 03:15,176,179,176,179,19,172.7005076,Buy,3
16-04-2024 03:00,175,178,175,177,28,172.3146067,Buy,3
16-04-2024 02:45,177,177,169,172,52,171.7333333,Sell,8
16-04-2024 02:30,172,175,168,174,40,171.6632653,Buy,7
15-04-2024 15:00,169,169,167,168,24,171.0344828,Sell,2
15-04-2024 14:45,171,172,171,172,3,173,Buy,1
15-04-2024 14:30,169,169,169,169,2,173.1290323,Sell,0
15-04-2024 13:45,170,170,167,167,6,173.4137931,Sell,3
15-04-2024 13:30,172,172,172,172,2,174.7826087,Sell,0
15-04-2024 13:15,172,172,172,172,1,175.047619,Sell,0
15-04-2024 13:00,179,179,173,173,20,175.2,Sell,6
15-04-2024 09:45,181,185,178,185,36,183.5658807,Buy,7
15-04-2024 09:30,178,181,177,181,15,183.7737226,Buy,4
15-04-2024 09:15,175,176,175,176,6,183.8716418,Buy,1
15-04-2024 09:00,178,178,176,176,8,183.9472892,Sell,2
15-04-2024 08:45,177,186,175,176,143,184.0289634,Sell,11
15-04-2024 08:30,175,178,174,178,46,185.0740741,Buy,4
15-04-2024 08:15,174,175,174,175,5,185.9400428,Buy,1
15-04-2024 08:00,174,177,172,177,43,186.0649351,Buy,5
15-04-2024 07:45,178,180,176,178,21,187.202864,Sell,4
15-04-2024 07:30,179,179,176,176,6,187.6733668,Sell,3
15-04-2024 07:15,185,185,183,183,13,187.8214286,Sell,2
15-04-2024 07:00,188,189,185,186,29,187.9419525,Sell,4
15-04-2024 06:45,187,190,187,190,21,187.9971429,Buy,3
15-04-2024 06:30,188,190,180,190,116,187.9544073,Buy,10
15-04-2024 04:15,178,181,178,178,28,188.3380282,Sell,3
15-04-2024 04:00,177,178,177,178,6,189.6108108,Buy,1
15-04-2024 03:45,181,181,179,179,4,190.0055866,Sell,2
15-04-2024 03:30,182,182,180,182,17,190.2342857,Sell,2
15-04-2024 03:15,186,186,180,180,21,191.1518987,Sell,6
15-04-2024 03:00,187,188,184,184,19,192.4744526,Sell,4
15-04-2024 02:45,188,192,187,187,33,193.4830508,Sell,5
15-04-2024 02:30,195,203,191,193,85,194.7764706,Sell,12
12-04-2024 09:45,206,207,199,199,13,194.939577,Sell,8
12-04-2024 09:30,202,204,201,204,11,194.5880503,Buy,3
12-04-2024 09:15,200,202,200,202,14,194.3192182,Buy,2
12-04-2024 09:00,197,197,197,197,9,194.0409556,Sell,0
12-04-2024 08:45,199,200,199,200,4,193.9471831,Buy,1
12-04-2024 08:30,196,196,195,195,3,193.8642857,Sell,1
12-04-2024 08:15,196,196,196,196,3,193.8447653,Sell,0
12-04-2024 08:00,193,195,193,195,18,193.8211679,Buy,2
12-04-2024 07:45,192,192,192,192,1,193.8125,Sell,0
12-04-2024 07:30,188,192,188,189,3,193.8196078,Buy,4
12-04-2024 07:00,188,188,188,188,9,193.8690476,Sell,0
12-04-2024 06:45,190,190,189,189,5,194.0864198,Sell,1
12-04-2024 06:30,189,195,189,190,26,194.1890756,Buy,6
12-04-2024 04:15,191,192,191,192,8,194.4716981,Buy,1
12-04-2024 04:00,191,191,191,191,2,194.5735294,Sell,0
12-04-2024 03:15,191,191,191,191,1,194.6089109,Sell,0
12-04-2024 03:00,191,191,186,186,41,194.6268657,Sell,5
12-04-2024 02:45,193,197,187,191,67,196.3375,Sell,10
12-04-2024 02:30,209,209,193,194,93,200.1935484,Sell,16
09-04-2024 09:45,209,209,206,206,15,209.4715447,Sell,3
09-04-2024 07:30,212,212,212,212,1,209.5112994,Sell,0
09-04-2024 07:15,214,215,214,215,2,209.5042493,Buy,1
09-04-2024 07:00,213,213,213,213,1,209.4757835,Sell,0
09-04-2024 06:45,214,215,210,211,17,209.4657143,Sell,5
09-04-2024 06:30,213,213,208,212,33,209.3813814,Sell,5
09-04-2024 03:45,202,204,202,204,20,209.43,Buy,2
09-04-2024 03:30,204,204,201,201,63,209.8892857,Sell,3
09-04-2024 03:15,206,210,206,206,16,212.0599078,Sell,4
09-04-2024 03:00,210,210,210,210,2,212.4129353,Sell,0
09-04-2024 02:45,208,208,205,205,4,212.4371859,Sell,3
09-04-2024 02:30,212,215,209,209,124,212.5589744,Sell,6
08-04-2024 15:15,215,215,215,215,1,216.1690141,Sell,0
08-04-2024 15:00,217,218,217,218,4,216.1857143,Buy,1
08-04-2024 14:45,216,217,216,217,4,216.0909091,Buy,1
08-04-2024 14:30,213,213,213,213,2,216.0483871,Sell,0
08-04-2024 14:15,212,217,212,214,38,216.15,Buy,5
08-04-2024 14:00,218,219,218,219,7,217.5,Buy,1
08-04-2024 13:45,217,217,217,217,4,216.8666667,Sell,0
08-04-2024 13:15,216,217,216,217,5,216.8181818,Buy,1
08-04-2024 13:00,219,219,215,215,6,216.8333333,Sell,4
08-04-2024 09:45,215,218,215,218,30,209.619898,Buy,3
08-04-2024 09:30,213,213,212,212,2,209.0082873,Sell,1
08-04-2024 09:15,207,207,207,207,10,208.9888889,Sell,0
08-04-2024 08:45,215,215,213,213,2,209.0457143,Sell,2
08-04-2024 08:30,213,213,213,213,30,209.0172414,Sell,0
08-04-2024 08:00,213,216,213,213,20,208.6415094,Sell,3
08-04-2024 07:30,211,211,211,211,2,208.2181208,Sell,0
08-04-2024 07:15,207,207,207,207,6,208.1993243,Sell,0
08-04-2024 07:00,207,207,206,206,7,208.2241379,Sell,1
08-04-2024 06:45,212,214,207,207,18,208.2579505,Sell,7
08-04-2024 06:30,208,213,205,207,70,208.2,Sell,8
08-04-2024 04:15,216,216,209,209,31,207.9128205,Sell,7
08-04-2024 04:00,225,225,225,225,1,207.3902439,Sell,0
08-04-2024 03:45,212,223,211,223,25,207.2822086,Buy,12
08-04-2024 03:15,205,211,204,211,37,205.6014493,Buy,7
08-04-2024 03:00,206,207,204,206,15,205.6930693,Sell,3
08-04-2024 02:45,204,208,204,208,5,205.8604651,Buy,4
08-04-2024 02:30,215,215,199,203,81,205.8024691,Sell,16
05-04-2024 09:45,209,209,208,208,58,202.3930348,Sell,1
05-04-2024 09:30,209,210,208,209,39,200.1118881,Sell,2
05-04-2024 08:30,203,205,203,205,25,196.6923077,Buy,2
05-04-2024 08:00,202,202,200,200,2,194.4810127,Sell,2
05-04-2024 06:45,194,201,194,201,15,194.3116883,Buy,7
05-04-2024 06:30,193,193,192,192,7,193.5967742,Sell,1
05-04-2024 03:30,190,190,190,190,4,193.7090909,Sell,0
05-04-2024 03:15,191,191,191,191,2,194,Sell,0
05-04-2024 02:45,192,192,192,192,5,194.122449,Sell,0
05-04-2024 02:30,193,194,192,194,8,194.3636364,Buy,2
04-04-2024 15:15,192,192,192,192,1,194.8055556,Sell,0
04-04-2024 15:00,193,193,193,193,17,194.8857143,Sell,0
04-04-2024 14:15,197,197,197,197,12,196.6666667,Sell,0
04-04-2024 13:15,196,196,196,196,6,196,Sell,0
04-04-2024 09:45,201,204,200,204,41,205.5157116,Buy,4
04-04-2024 09:30,198,198,195,197,13,205.758,Sell,3
04-04-2024 09:15,194,194,194,194,27,206.0020534,Sell,0
04-04-2024 09:00,198,198,198,198,13,206.7065217,Sell,0
04-04-2024 08:15,198,198,198,198,1,206.9597315,Sell,0
04-04-2024 08:00,197,197,197,197,18,206.9798206,Sell,0
04-04-2024 07:45,199,199,198,198,37,207.3995327,Sell,1
04-04-2024 07:15,200,200,198,198,4,208.2762148,Sell,2
04-04-2024 07:00,202,202,202,202,4,208.369509,Sell,0
04-04-2024 06:45,202,202,198,198,7,208.4360313,Sell,4
04-04-2024 06:30,200,202,200,202,7,208.6117021,Buy,2
04-04-2024 04:15,198,202,198,202,4,208.7588076,Buy,4
04-04-2024 04:00,201,201,198,198,3,208.860274,Sell,3
04-04-2024 03:45,205,205,202,202,12,208.9364641,Sell,3
04-04-2024 03:30,205,205,203,203,4,209.1628571,Sell,2
04-04-2024 03:15,206,208,205,208,28,209.2196532,Buy,3
04-04-2024 03:00,210,210,207,207,93,209.3836478,Sell,3
04-04-2024 02:45,211,211,210,210,90,209.2133333,Sell,1
04-04-2024 02:30,206,211,206,211,47,208.6518519,Buy,5
03-04-2024 15:15,203,203,203,203,1,208.0340909,Sell,0
03-04-2024 15:00,208,208,205,205,49,208.091954,Sell,3
03-04-2024 14:30,210,210,209,209,3,210.4736842,Sell,1
03-04-2024 14:15,211,213,209,210,35,210.5714286,Sell,4
03-04-2024 09:45,216,220,208,209,222,225.0635995,Sell,12
03-04-2024 09:30,222,222,218,218,8,229.9148936,Sell,4
03-04-2024 09:15,225,227,225,225,8,230.0943026,Sell,2
03-04-2024 09:00,229,230,226,226,14,230.1516966,Sell,4
03-04-2024 08:45,224,227,224,227,7,230.1827515,Buy,3
03-04-2024 08:30,213,213,213,213,3,230.25625,Sell,0
03-04-2024 08:00,205,212,205,212,13,230.3647799,Buy,7
03-04-2024 07:45,212,212,208,208,14,230.9633621,Sell,4
03-04-2024 07:30,213,214,210,211,30,231.6022222,Sell,4
03-04-2024 07:15,220,220,214,214,31,233,Sell,6
03-04-2024 07:00,228,229,223,226,46,234.0951157,Sell,6
03-04-2024 06:45,232,236,228,228,6,235.2244898,Sell,8
03-04-2024 06:30,232,236,229,229,53,235.2848665,Sell,7
03-04-2024 04:15,228,233,227,233,44,235.8380282,Buy,6
03-04-2024 04:00,231,231,229,229,11,237.3166667,Sell,2
03-04-2024 03:45,234,234,232,232,8,237.7074236,Sell,2
03-04-2024 03:30,237,237,235,235,6,237.8552036,Sell,2
03-04-2024 03:15,237,240,236,240,17,237.9069767,Buy,4
