Timestamp,Market Open Interest,Daily Range,10 Day  Average Daily Range,10 Day Average MOI,Greater MOI,Greater DR
19-04-2021,206236,60,114,207846.4,0,0
16-04-2021,207654,73,111.9,207700.2,0,0
15-04-2021,206954,56,104.4,207416.3,0,0
14-04-2021,208173,101,108.2,207386.2,1,0
13-04-2021,205995,103,101.9,207112.6,0,1
12-04-2021,210276,149,101.1,207379.3,1,1
09-04-2021,206974,118,96.6,207379.9,0,1
08-04-2021,201291,161,106,206787,0,1
07-04-2021,200276,71,102.5,205951.3,0,0
06-04-2021,201858,103,99.5,205568.7,0,1
05-04-2021,202694,95,103,205214.5,0,0
02-04-2021,201074,106,106.3,204556.5,0,0
01-04-2021,199591,113,112,203820.2,0,1
31-03-2021,196903,129,114.8,202693.2,0,1
30-03-2021,195929,155,120,201686.6,0,1
29-03-2021,192771,162,121.3,199936.1,0,1
26-03-2021,191348,97,119.2,198373.5,0,0
25-03-2021,187477,128,115.9,196992.1,0,1
24-03-2021,185707,104,119.2,195535.2,0,0
23-03-2021,185591,90,117.9,193908.5,0,0
22-03-2021,186568,134,121.8,192295.9,0,1
19-03-2021,189272,99,121.1,191115.7,0,0
18-03-2021,189970,122,122,190153.6,0,0
17-03-2021,192672,109,120,189730.5,1,0
16-03-2021,192198,168,121.3,189357.4,1,1
15-03-2021,193271,94,114.5,189407.4,1,0
12-03-2021,195674,88,113.6,189840,1,0
11-03-2021,194932,129,113.7,190585.5,1,1
10-03-2021,195375,149,118.2,191552.3,1,1
09-03-2021,193684,114,120.6,192361.6,1,0
08-03-2021,192479,100,117.2,192952.7,0,0
05-03-2021,190580,113,118.6,193083.5,0,0
04-03-2021,191931,78,114.2,193279.6,0,0
03-03-2021,193374,76,110.9,193349.8,1,0
02-03-2021,192719,61,100.2,193401.9,0,0
01-03-2021,194232,146,105.4,193498,1,1
26-02-2021,192056,59,102.5,193136.2,0,0
25-02-2021,193661,90,98.6,193009.1,1,0
24-02-2021,194215,136,97.3,192893.1,1,1
23-02-2021,195542,120,97.9,193078.9,1,1
22-02-2021,193998,85,96.4,193230.8,1,0
19-02-2021,192376,84,93.5,193410.4,0,0
18-02-2021,186778,139,99.6,192895.1,0,1
17-02-2021,188369,64,98.4,192394.6,0,0
16-02-2021,192152,86,100.9,192337.9,0,0
15-02-2021,195626,122,98.5,192477.3,1,1
11-02-2021,193081,50,97.6,192579.8,1,0
10-02-2021,195243,113,99.9,192738,1,1
09-02-2021,195945,108,97.1,192911,1,1
08-02-2021,193530,84,93.5,192709.8,1,0
05-02-2021,194107,85,93.5,192720.7,1,0
04-02-2021,195297,146,99.7,193012.8,1,1
03-02-2021,190642,117,97.5,193399.2,0,1
02-02-2021,187409,79,99,193303.2,0,0
29-01-2021,185010,130,103.4,192589,0,1
27-01-2021,183271,110,102.2,191353.5,0,1
26-01-2021,178713,96,106.8,189916.7,0,0
25-01-2021,172621,89,104.4,187654.5,0,0
22-01-2021,175255,84,102,185585.5,0,0
21-01-2021,175952,57,99.3,183827.7,0,0
20-01-2021,179386,120,102.8,182355.6,0,1
19-01-2021,178639,116,99.8,180689.8,0,1
18-01-2021,180878,113,99.4,179713.4,1,1
15-01-2021,177541,212,112.7,178726.6,0,1
14-01-2021,173502,164,116.1,177575.8,0,1
13-01-2021,168065,61,111.2,176055.2,0,0
12-01-2021,167156,106,112.2,174899.5,0,0
11-01-2021,167670,106,113.9,174404.4,0,0
08-01-2021,166160,55,111,173494.9,0,0
07-01-2021,165203,84,113.7,172420,0,0
06-01-2021,166724,114,113.1,171153.8,0,1
05-01-2021,166184,91,110.6,169908.3,0,0
04-01-2021,168252,75,106.8,168645.7,0,0
31-12-2020,165594,51,90.7,167451,0,0
30-12-2020,164223,52,79.5,166523.1,0,0
29-12-2020,162920,54,78.8,166008.6,0,0
28-12-2020,164554,73,75.5,165748.4,0,0
24-12-2020,164780,56,70.5,165459.4,0,0
23-12-2020,167964,150,80,165639.8,1,1
22-12-2020,173024,95,81.1,166421.9,1,1
21-12-2020,177110,55,75.2,167460.5,1,0
18-12-2020,177864,55,71.6,168628.5,1,0
17-12-2020,177211,96,73.7,169524.4,1,1
16-12-2020,180662,55,74.1,171031.2,1,0
15-12-2020,179326,47,73.6,172541.5,1,0
14-12-2020,180962,46,72.8,174345.7,1,0
11-12-2020,182240,59,71.4,176114.3,1,0
10-12-2020,184573,69,72.7,178093.6,1,0
09-12-2020,185133,48,62.5,179810.5,1,0
08-12-2020,187615,80,61,181269.6,1,1
07-12-2020,189502,88,64.3,182508.8,1,1
04-12-2020,187863,101,68.9,183508.7,1,1
03-12-2020,185166,115,70.8,184304.2,1,1
02-12-2020,183469,40,69.3,184584.9,0,0
01-12-2020,181195,86,73.2,184771.8,0,1
30-11-2020,181093,78,76.4,184784.9,0,1
27-11-2020,182345,140,84.5,184795.4,0,1
26-11-2020,181662,76,85.2,184504.3,0,0
25-11-2020,183041,57,86.1,184295.1,0,0
24-11-2020,183649,74,85.5,183898.5,0,0
23-11-2020,188784,150,91.7,183826.7,1,1
20-11-2020,193433,109,92.5,184383.7,1,1
19-11-2020,199067,101,91.1,185773.8,1,1
18-11-2020,203547,93,96.4,187781.6,1,0
17-11-2020,207848,73,95.1,190446.9,1,0
16-11-2020,207491,50,92.3,193086.7,1,0
13-11-2020,211222,76,85.9,195974.4,1,0
12-11-2020,210886,76,85.9,198896.8,1,0
11-11-2020,211346,68,87,201727.3,1,0
10-11-2020,212119,66,86.2,204574.3,1,0
09-11-2020,209381,80,79.2,206634,1,1
06-11-2020,209483,87,77,208239,1,1
05-11-2020,210837,105,77.4,209416,1,1
04-11-2020,207800,77,75.8,209841.3,0,1
03-11-2020,205291,72,75.7,209585.6,0,0
02-11-2020,204032,55,76.2,209239.7,0,0
30-10-2020,203730,125,81.1,208490.5,0,1
28-10-2020,203939,95,83,207795.8,0,1
27-10-2020,206169,66,82.8,207278.1,0,0
26-10-2020,203046,107,86.9,206370.8,0,1
23-10-2020,201705,79,86.8,205603.2,0,0
22-10-2020,198835,74,85.5,204538.4,0,0
21-10-2020,198343,58,80.8,203289,0,0
20-10-2020,202627,99,83,202771.7,0,1
19-10-2020,197751,79,83.7,202017.7,0,0
16-10-2020,196831,60,84.2,201297.6,0,0
15-10-2020,199742,88,80.5,200898.8,0,1
14-10-2020,197348,39,74.9,200239.7,0,0
13-10-2020,198064,63,74.6,199429.2,0,0
12-10-2020,196645,47,68.6,198789.1,0,0
09-10-2020,199921,56,66.3,198610.7,1,0
08-10-2020,200639,53,64.2,198791.1,1,0
07-10-2020,198287,89,67.3,198785.5,0,1
06-10-2020,198693,48,62.2,198392.1,1,0
05-10-2020,196778,56,59.9,198294.8,0,0
02-10-2020,198107,43,58.2,198422.4,0,0
01-10-2020,197501,70,56.4,198198.3,0,1
30-09-2020,198151,68,59.3,198278.6,0,1
29-09-2020,191582,75,60.5,197630.4,0,1
28-09-2020,191534,120,67.8,197119.3,0,1
25-09-2020,193966,120,74.2,196523.8,0,1
24-09-2020,195305,70,75.9,195990.4,0,0
23-09-2020,197170,79,74.9,195878.7,1,1
22-09-2020,196288,83,78.4,195638.2,1,1
21-09-2020,194361,98,82.6,195396.5,0,1
18-09-2020,193717,59,84.2,194957.5,0,0
17-09-2020,195747,38,81,194782.1,1,0
15-09-2020,198290,49,79.1,194796,1,0
14-09-2020,200626,43,75.9,195700.4,1,0
11-09-2020,197889,36,67.5,196335.9,1,0
10-09-2020,196993,49,60.4,196638.6,1,0
09-09-2020,191558,60,59.4,196263.9,0,1
08-09-2020,187051,47,56.2,195252,0,0
07-09-2020,188167,55,53.4,194439.9,0,1
04-09-2020,187181,62,49.8,193721.9,0,1
03-09-2020,186857,55,49.4,193035.9,0,1
02-09-2020,185503,78,53.4,192011.5,0,1
01-09-2020,188025,48,53.3,190985,0,0
28-08-2020,184790,34,52.4,189401.4,0,0
27-08-2020,182487,46,53.4,187861.2,0,0
26-08-2020,183197,36,52.1,186481.6,0,0
25-08-2020,184402,93,55.4,185766,0,1
24-08-2020,185615,50,55.7,185622.4,0,0
21-08-2020,188947,32,53.4,185700.4,1,0
19-08-2020,192575,59,53.1,186239.8,1,1
18-08-2020,194065,70,54.6,186960.6,1,1
17-08-2020,188707,32,50,187281,1,0
14-08-2020,188607,67,51.9,187339.2,1,1
13-08-2020,188477,77,56.2,187707.9,1,1
12-08-2020,188066,84,60,188265.8,0,1
11-08-2020,187597,112,67.6,188705.8,0,1
10-08-2020,185866,46,62.9,188852.2,0,0
07-08-2020,186809,58,63.7,188971.6,0,0
06-08-2020,185267,59,66.4,188603.6,0,0
05-08-2020,185347,62,66.7,187880.8,0,0
04-08-2020,182988,75,67.2,186773.1,0,1
03-08-2020,186823,45,68.5,186584.7,1,0
30-07-2020,185654,59,67.7,186289.4,0,0
29-07-2020,184622,44,64.4,185903.9,0,0
28-07-2020,188604,104,66.4,185957.7,1,1
27-07-2020,195413,111,66.3,186739.3,1,1
24-07-2020,195773,70,68.7,187730,1,1
23-07-2020,193040,80,70.9,188353.1,1,1
22-07-2020,191334,74,72.4,188959.8,1,1
21-07-2020,191410,65,72.7,189566.1,1,0
20-07-2020,194541,32,68.4,190721.4,1,0
17-07-2020,193961,61,70,191435.2,1,0
16-07-2020,194292,67,70.8,192299,1,0
15-07-2020,195569,52,71.6,193393.7,1,0
14-07-2020,197980,94,70.6,194331.3,1,1
13-07-2020,200898,64,65.9,194879.8,1,0
10-07-2020,201747,73,66.2,195477.2,1,1
09-07-2020,199937,34,61.6,196166.9,1,0
08-07-2020,196999,28,57,196733.4,1,0
07-07-2020,198035,53,55.8,197395.9,1,0
06-07-2020,197192,43,56.9,197661,0,0
03-07-2020,195482,59,56.7,197813.1,0,1
02-07-2020,198095,36,53.6,198193.4,0,0
01-07-2020,197008,44,52.8,198337.3,0,0
30-06-2020,196289,74,50.8,198168.2,0,1
29-06-2020,197899,45,48.9,197868.3,1,0
26-06-2020,198635,74,49,197557.1,1,1
25-06-2020,197291,31,48.7,197292.5,0,0
24-06-2020,193859,37,49.6,196978.5,0,0
23-06-2020,194966,48,49.1,196671.6,0,0
22-06-2020,194014,45,49.3,196353.8,0,0
19-06-2020,197153,84,51.8,196520.9,1,1
18-06-2020,194220,20,50.2,196133.4,0,0
17-06-2020,192873,47,50.5,195719.9,0,0
16-06-2020,191319,37,46.8,195222.9,0,0
15-06-2020,193097,90,51.3,194742.7,0,1
12-06-2020,193051,84,52.3,194184.3,0,1
11-06-2020,193983,49,54.1,193853.5,1,0
10-06-2020,196082,72,57.6,194075.8,1,1
09-06-2020,196534,91,61.9,194232.6,1,1
05-06-2020,193436,98,67.2,194174.8,0,1
04-06-2020,192656,69,65.7,193725.1,0,1
03-06-2020,200078,67,70.4,194310.9,1,0
02-06-2020,200953,77,73.4,195118.9,1,1
01-06-2020,202509,62,75.9,196237.9,1,0
29-05-2020,206847,55,72.4,197612.9,1,0
28-05-2020,208418,54,69.4,199149.6,1,0
27-05-2020,213996,98,74.3,201150.9,1,1
22-05-2020,212015,37,70.8,202744.2,1,0
21-05-2020,210765,52,66.9,204167.3,1,0
20-05-2020,211834,42,61.3,206007.1,1,0
19-05-2020,213190,49,59.3,208060.5,1,0
18-05-2020,219147,36,56.2,209967.4,1,0
15-05-2020,219137,50,53.5,211785.8,1,0
14-05-2020,219043,39,51.2,213439.2,1,0
13-05-2020,215866,59,51.6,214341.1,1,1
12-05-2020,215473,52,51.4,215046.6,1,1
08-05-2020,216524,56,47.2,215299.4,1,1
06-05-2020,216756,66,50.1,215773.5,1,1
05-05-2020,216048,40,48.9,216301.8,0,0
04-05-2020,214641,88,53.5,216582.5,0,1
30-04-2020,217411,40,52.6,217004.6,1,0
29-04-2020,215111,26,51.6,216601,0,0
28-04-2020,216604,42,50.8,216347.7,1,0
27-04-2020,215996,59,52.8,216043,0,1
24-04-2020,211001,49,51.8,215556.5,0,0
23-04-2020,208696,60,52.6,214878.8,0,1
22-04-2020,208098,74,54.4,214036.2,0,1
21-04-2020,210525,161,63.9,213413.1,0,1
20-04-2020,206497,44,64.3,212458,0,0
17-04-2020,210921,63,61.8,212086,0,1
16-04-2020,211353,69,64.7,211480.2,0,1
15-04-2020,208595,57,67.8,210828.6,0,0
14-04-2020,206759,47,68.3,209844.1,0,0
13-04-2020,204382,78,70.2,208682.7,0,1
10-04-2020,202947,73,72.6,207877.3,0,1
09-04-2020,202857,123,78.9,207293.4,0,1
08-04-2020,200053,50,76.5,206488.9,0,0
07-04-2020,204756,71,67.5,205912,0,1
06-04-2020,206566,58,68.9,205918.9,1,0
03-04-2020,210984,81,70.7,205925.2,1,1
02-04-2020,207723,70,70.8,205562.2,1,0
01-04-2020,208611,97,74.8,205563.8,1,1
31-03-2020,211873,86,78.7,206075.2,1,1
30-03-2020,209922,64,77.3,206629.2,1,0
27-03-2020,216021,57,75.7,207936.6,1,0
26-03-2020,216704,86,72,209321.3,1,1
25-03-2020,216083,97,76.7,210924.3,1,1
24-03-2020,212648,86,78.2,211713.5,1,1
23-03-2020,216636,98,82.2,212720.5,1,1
20-03-2020,227544,83,82.4,214376.5,1,1
19-03-2020,224614,85,83.9,216065.6,1,1
18-03-2020,226616,173,91.5,217866.1,1,1
17-03-2020,223885,156,98.5,219067.3,1,1
16-03-2020,227848,72,99.3,220859.9,1,0
13-03-2020,233818,151,108.7,222639.6,1,1
12-03-2020,233729,88,108.9,224342.1,1,0
11-03-2020,234546,64,105.6,226188.4,1,0
10-03-2020,239873,93,106.3,228910.9,1,0
09-03-2020,237763,168,113.3,231023.6,1,1
06-03-2020,240014,69,111.9,232270.6,1,0
05-03-2020,237035,117,115.1,233512.7,1,1
04-03-2020,243007,153,113.1,235151.8,1,1
03-03-2020,247742,79,105.4,237537.5,1,0
02-03-2020,246183,63,104.5,239371,1,0
28-02-2020,253856,142,103.6,241374.8,1,1
27-02-2020,254057,63,101.1,243407.6,1,0
26-02-2020,256059,89,103.6,245558.9,1,0
25-02-2020,254222,98,104.1,246993.8,1,0
24-02-2020,253340,74,94.7,248551.5,1,0
21-02-2020,253091,55,93.3,249859.2,1,0
20-02-2020,256024,76,89.2,251758.1,1,0
19-02-2020,254285,93,83.2,252885.9,1,1
18-02-2020,256098,38,79.1,253721.5,1,0
17-02-2020,251757,43,77.1,254278.9,0,0
14-02-2020,255068,61,69,254400.1,1,0
13-02-2020,253301,90,71.7,254324.5,0,1
12-02-2020,251420,83,71.1,253860.6,0,1
11-02-2020,247132,86,69.9,253151.6,0,1
10-02-2020,251783,90,71.5,252995.9,0,1
07-02-2020,251448,89,74.9,252831.6,0,1
06-02-2020,253579,101,77.4,252587.1,1,1
05-02-2020,259832,109,79,253141.8,1,1
04-02-2020,257838,71,82.3,253315.8,1,0
03-02-2020,256359,49,82.9,253776,1,0
31-01-2020,257874,50,81.8,254056.6,1,0
30-01-2020,260089,92,82,254735.4,1,1
29-01-2020,258981,157,89.4,255491.5,1,1
28-01-2020,252161,223,103.1,255994.4,0,1
24-01-2020,246757,77,101.8,255491.8,0,0
23-01-2020,246412,54,98.3,254988.2,0,0
22-01-2020,244527,122,100.4,254083,0,1
21-01-2020,242375,77,97.2,252337.3,0,0
20-01-2020,241123,61,96.2,250665.8,0,0
17-01-2020,243511,86,99.9,249381,0,0
16-01-2020,242624,49,99.8,247856,0,0
15-01-2020,246144,95,100.1,246461.5,0,0
14-01-2020,243686,71,91.5,244932,0,0
13-01-2020,239034,49,74.1,243619.3,0,0
10-01-2020,238265,62,72.6,242770.1,0,0
09-01-2020,234954,86,75.8,241624.3,0,1
08-01-2020,236640,35,67.1,240835.6,0,0
07-01-2020,235826,72,66.6,240180.7,0,1
06-01-2020,228875,96,70.1,238955.9,0,1
03-01-2020,225378,80,69.5,237142.6,0,1
02-01-2020,228217,101,74.7,235701.9,0,1
31-12-2019,228997,119,77.1,233987.2,0,1
30-12-2019,231216,88,78.8,232740.2,0,1
27-12-2019,232833,79,81.8,232120.1,1,0
26-12-2019,237873,78,83.4,232080.9,1,0
24-12-2019,236049,32,78,232190.4,1,0
23-12-2019,235231,25,77,232049.5,1,0
20-12-2019,236956,23,72.1,232162.5,1,0
19-12-2019,236913,66,69.1,232966.3,1,0
18-12-2019,239723,71,68.2,234400.8,1,1
17-12-2019,239691,49,63,235548.2,1,0
16-12-2019,241149,34,54.5,236763.4,1,0
13-12-2019,240548,78,53.5,237696.6,1,1
12-12-2019,236949,41,49.7,238108.2,0,0
11-12-2019,236073,60,47.9,237928.2,0,1
10-12-2019,235084,54,50.1,237831.7,0,1
09-12-2019,235633,52,52.8,237871.9,0,0
06-12-2019,234965,82,58.7,237672.8,0,1
05-12-2019,236163,48,56.9,237597.8,0,0
04-12-2019,236911,37,53.5,237316.6,0,0
03-12-2019,235958,72,55.8,236943.3,0,1
02-12-2019,230436,57,58.1,235872,0,0
29-11-2019,228969,74,57.7,234714.1,0,1
28-11-2019,238585,81,61.7,234877.7,1,1
27-11-2019,232027,43,60,234473.1,0,0
26-11-2019,229310,71,61.7,233895.7,0,1
25-11-2019,229949,33,59.8,233327.3,0,0
22-11-2019,229396,105,62.1,232770.4,0,1
21-11-2019,224146,53,62.6,231568.7,0,0
20-11-2019,218247,43,63.2,229702.3,0,0
19-11-2019,213754,32,59.2,227481.9,0,0
18-11-2019,214959,49,58.4,225934.2,0,0
15-11-2019,214865,36,54.6,224523.8,0,0
14-11-2019,216319,81,54.6,222297.2,0,1
13-11-2019,212117,73,57.6,220306.2,0,1
12-11-2019,211482,59,56.4,218523.4,0,1
11-11-2019,210236,95,62.6,216552.1,0,1
08-11-2019,209437,73,59.4,214556.2,0,1
07-11-2019,202096,60,60.1,212351.2,0,0
06-11-2019,204476,61,61.9,210974.1,0,0
05-11-2019,204358,82,66.9,210034.5,0,1
04-11-2019,204154,78,69.8,208954,0,1
01-11-2019,203341,51,71.3,207801.6,0,0
31-10-2019,206514,44,67.6,206821.1,0,0
30-10-2019,220552,54,65.7,207664.6,1,0
29-10-2019,212030,44,64.2,207719.4,1,0
25-10-2019,211314,83,63,207827.2,1,1
24-10-2019,209247,80,63.7,207808.2,1,1
23-10-2019,207216,38,61.5,208320.2,0,0
22-10-2019,205843,58,61.2,208456.9,0,0
21-10-2019,202665,28,55.8,208287.6,0,0
18-10-2019,201280,42,52.2,208000.2,0,0
17-10-2019,195852,26,49.7,207251.3,0,0
16-10-2019,198121,24,47.7,206412,0,0
15-10-2019,196614,34,45.7,204018.2,0,0
14-10-2019,195103,27,44,202325.5,0,0
11-10-2019,192976,39,39.6,200491.7,0,0
10-10-2019,190691,26,34.2,198636.1,0,0
09-10-2019,190289,18,32.2,196943.4,0,0
08-10-2019,191683,19,28.3,195527.4,0,0
07-10-2019,192571,17,27.2,194518,0,0
04-10-2019,220351,24,25.4,196425.1,1,0
03-10-2019,191686,28,25.6,196008.5,0,1
02-10-2019,194125,34,26.6,195608.9,0,1
01-10-2019,192732,41,27.3,195220.7,0,1
30-09-2019,190890,28,27.4,194799.4,0,1
27-09-2019,226743,22,25.7,198176.1,1,0
26-09-2019,194235,38,26.9,198530.5,0,1
25-09-2019,203874,24,27.5,199889,1,0
24-09-2019,199834,49,30.5,200704.1,0,1
23-09-2019,195271,34,32.2,200974.1,0,1
20-09-2019,194767,24,32.2,198415.7,0,0
19-09-2019,192870,32,32.6,198534.1,0,0
18-09-2019,192587,21,31.3,198380.3,0,0
17-09-2019,192853,18,29,198392.4,0,0
13-09-2019,193317,34,29.6,198635.1,0,1
12-09-2019,188522,36,31,194813,0,1
11-09-2019,184113,37,30.9,193800.8,0,1
10-09-2019,183486,47,33.2,191762,0,1
06-09-2019,175172,53,33.6,189295.8,0,1
05-09-2019,171617,34,33.6,186930.4,0,1
04-09-2019,171165,36,34.8,184570.2,0,1
03-09-2019,170898,75,39.1,182373,0,1
30-08-2019,170434,45,41.5,180157.7,0,1
29-08-2019,168895,42,43.9,177761.9,0,0
28-08-2019,169423,39,44.4,175372.5,0,0
27-08-2019,168223,31,43.9,173342.6,0,0
26-08-2019,168772,46,44.8,171808.5,0,1
23-08-2019,170078,36,43.7,170467.7,0,0
22-08-2019,168965,54,43.8,169847,0,1
21-08-2019,169124,50,45.4,169597.7,0,1
20-08-2019,167706,42,46,169251.8,0,0
19-08-2019,167382,36,42.1,168900.2,0,0
16-08-2019,171396,42,41.8,168996.4,1,1
15-08-2019,177384,47,42.3,169845.3,1,1
14-08-2019,183035,40,42.4,171206.5,1,0
13-08-2019,185203,29,42.2,172904.5,1,0
09-08-2019,184428,36,41.2,174470.1,1,0
08-08-2019,191751,40,41.6,176637.4,1,0
07-08-2019,195579,18,38,179298.8,1,0
06-08-2019,200119,27,35.7,182398.3,1,0
05-08-2019,202418,17,33.2,185869.5,1,0
02-08-2019,204360,11,30.7,189567.3,1,0
01-08-2019,208403,19,28.4,193268,1,0
31-07-2019,214610,19,25.6,196990.6,1,0
29-07-2019,217689,23,23.9,200456,1,0
26-07-2019,219223,32,24.2,203858,1,1
25-07-2019,222238,40,24.6,207639,1,1
24-07-2019,222590,21,22.7,210722.9,1,0
23-07-2019,226500,30,23.9,213815,1,1
22-07-2019,230427,14,22.6,216845.8,1,0
19-07-2019,233710,19,22.8,219975,1,0
18-07-2019,229877,19,23.6,222526.7,1,0
17-07-2019,230522,27,24.4,224738.6,1,1
16-07-2019,235817,16,24.1,226859.3,1,0
15-07-2019,235348,27,24.5,228625.2,1,1
12-07-2019,232928,26,23.9,229995.7,1,1
11-07-2019,230453,26,22.5,230817.2,0,1
10-07-2019,227443,40,24.4,231302.5,0,1
09-07-2019,224315,27,24.1,231084,0,1
08-07-2019,223577,24,25.1,230399,0,0
05-07-2019,268125,39,27.1,233840.5,1,1
04-07-2019,220963,18,27,232949.1,0,0
03-07-2019,220612,21,26.4,231958.1,0,0
02-07-2019,221974,33,28.1,230573.8,0,1
01-07-2019,222299,26,28,229268.9,0,0
28-06-2019,220975,20,27.4,228073.6,0,0
27-06-2019,222072,25,27.3,227235.5,0,0
26-06-2019,221290,27,26,226620.2,0,1
25-06-2019,220833,38,27.1,226272,0,1
24-06-2019,218331,17,26.4,225747.4,0,0
21-06-2019,219081,19,24.4,220843,0,0
20-06-2019,222372,25,25.1,220983.9,1,0
19-06-2019,223185,42,27.2,221241.2,1,1
18-06-2019,224065,43,28.2,221450.3,1,1
17-06-2019,222576,36,29.2,221478,1,1
14-06-2019,224527,24,29.6,221833.2,1,0
13-06-2019,222349,38,30.9,221860.9,1,1
12-06-2019,220412,51,33.3,221773.1,0,1
11-06-2019,217737,24,31.9,221463.5,0,0
10-06-2019,222688,40,34.2,221899.2,1,1
07-06-2019,245797,52,37.5,224570.8,1,1
04-06-2019,218141,29,37.9,224147.7,0,0
03-06-2019,222004,29,36.6,224029.6,0,0
31-05-2019,222235,28,35.1,223846.6,0,0
30-05-2019,221127,25,34,223701.7,0,0
29-05-2019,223886,33,34.9,223637.6,1,0
28-05-2019,225306,40,35.1,223933.3,1,1
27-05-2019,227016,24,32.4,224593.7,1,0
24-05-2019,228312,25,32.5,225651.2,1,0
23-05-2019,234092,28,31.3,226791.6,1,0
21-05-2019,232651,64,32.5,225477,1,1
17-05-2019,223154,34,33,225978.3,0,1
16-05-2019,223765,56,35.7,226154.4,0,1
15-05-2019,222607,29,35.8,226191.6,0,0
14-05-2019,226997,36,36.9,226778.6,1,0
13-05-2019,222099,26,36.2,226599.9,0,0
10-05-2019,225166,38,36,226585.9,0,1
09-05-2019,224470,38,37.4,226331.3,0,1
08-05-2019,224452,46,39.5,225945.3,0,1
07-05-2019,225673,42,40.9,225103.4,1,1
06-05-2019,229759,26,37.1,224814.2,1,0
03-05-2019,234106,40,37.7,225909.4,1,1
02-05-2019,236683,74,39.5,227201.2,1,1
30-04-2019,272790,32,39.8,232219.5,1,0
29-04-2019,229684,22,38.4,232488.2,0,0
26-04-2019,230998,33,39.1,233378.1,0,0
25-04-2019,226838,23,37.6,233545.3,0,0
24-04-2019,227024,35,37.3,233800.7,0,0
23-04-2019,229116,22,34.9,234267.1,0,0
22-04-2019,228041,40,34.7,234503.9,0,1
19-04-2019,225573,26,34.7,234085.3,0,0
18-04-2019,226905,36,34.3,233365.2,0,1
17-04-2019,227110,39,30.8,232407.9,0,1
16-04-2019,226157,45,32.1,227744.6,0,1
15-04-2019,227714,32,33.1,227547.6,1,0
12-04-2019,225369,27,32.5,226984.7,0,0
11-04-2019,225562,32,33.4,226857.1,0,0
10-04-2019,228536,64,36.3,227008.3,1,1
09-04-2019,226413,22,36.3,226738,0,0
08-04-2019,225940,29,35.2,226527.9,0,0
05-04-2019,223611,36,36.2,226331.7,0,0
04-04-2019,225549,50,37.6,226196.1,0,1
03-04-2019,227565,18,35.5,226241.6,1,0
02-04-2019,241450,30,34,227770.9,1,0
01-04-2019,248091,23,33.1,229808.6,1,0
29-03-2019,246407,17,32.1,231912.4,1,0
28-03-2019,245611,25,31.4,233917.3,1,0
27-03-2019,247388,32,28.2,235802.5,1,1
26-03-2019,250161,27,28.7,238177.3,1,0
25-03-2019,244143,23,28.1,239997.6,1,0
22-03-2019,241292,23,26.8,241765.7,0,0
21-03-2019,240567,30,24.8,243267.5,0,1
20-03-2019,246043,53,28.3,245115.3,1,1
19-03-2019,250503,53,30.6,246020.6,1,1
18-03-2019,246621,21,30.4,245873.6,1,0
15-03-2019,249817,50,33.7,246214.6,1,1
14-03-2019,239697,39,35.1,245623.2,0,1
13-03-2019,231693,51,37,244053.7,0,1
12-03-2019,224023,26,36.9,241439.9,0,0
11-03-2019,219464,36,38.2,238972,0,0
08-03-2019,217466,42,40.1,236589.4,0,1
07-03-2019,211818,28,39.9,233714.5,0,0
06-03-2019,213517,35,38.1,230461.9,0,0
05-03-2019,209763,35,36.3,226387.9,0,0
04-03-2019,209737,69,41.1,222699.5,0,1
01-03-2019,209406,71,43.2,218658.4,0,1
28-02-2019,211630,47,44,215851.7,0,1
27-02-2019,209599,79,46.8,213642.3,0,1
26-02-2019,208782,42,48.4,212118.2,0,0
25-02-2019,206743,66,51.4,210846.1,0,1
22-02-2019,205283,28,50,209627.8,0,0
21-02-2019,203608,32,50.4,208806.8,0,0
20-02-2019,200828,32,50.1,207537.9,0,0
19-02-2019,199790,55,52.1,206540.6,0,1
18-02-2019,198870,20,47.2,205453.9,0,0
15-02-2019,199647,25,42.6,204478,0,0
14-02-2019,196536,37,41.6,202968.6,0,0
13-02-2019,193115,24,36.1,201320.2,0,0
12-02-2019,193121,21,34,199754.1,0,0
11-02-2019,189386,26,30,198018.4,0,0
08-02-2019,187380,23,29.5,196228.1,0,0
07-02-2019,186363,27,29,194503.6,0,0
04-02-2019,187482,30,28.8,193169,0,1
31-01-2019,188800,17,25,192070,0,0
30-01-2019,190850,40,27,191268,0,1
29-01-2019,192134,37,28.2,190516.7,1,1
28-01-2019,191452,18,26.3,190008.3,1,0
25-01-2019,191304,19,25.8,189827.2,1,0
24-01-2019,192791,22,25.9,189794.2,1,0
23-01-2019,194663,38,27.1,190321.9,1,1
22-01-2019,201931,25,27.3,191777,1,0
18-01-2019,204873,20,26.6,193628,1,0
17-01-2019,205394,35,27.1,195419.2,1,1
16-01-2019,205124,13,26.7,197051.6,1,0
15-01-2019,204059,23,25,198372.5,1,0
14-01-2019,205475,49,26.2,199706.6,1,1
11-01-2019,202452,28,27.2,200806.6,1,1
10-01-2019,202011,38,29.1,201877.3,1,1
09-01-2019,203948,29,29.8,202993,1,0
08-01-2019,205219,46,30.6,204048.6,1,1
07-01-2019,236387,26,30.7,207494.2,1,0
04-01-2019,212345,34,32.1,208241.4,1,1
03-01-2019,211810,31,31.7,208883,1,0
02-01-2019,211049,39,34.3,209475.5,1,1
31-12-2018,213519,22,34.2,210421.5,1,0
