Timestamp,Open,High,Low,Close,Volume,VWAP,Type,Range
16-04-2024 09:45,3,3,3,3,57,3.506578947,Sell,0
16-04-2024 09:30,3,3,3,3,12,3.810526316,Sell,0
16-04-2024 09:15,3,3,3,3,3,3.927710843,Sell,0
16-04-2024 09:00,4,4,4,4,3,3.9625,Sell,0
16-04-2024 08:45,3,4,3,4,6,3.961038961,Buy,1
16-04-2024 08:30,4,4,3,3,5,3.985915493,Sell,1
16-04-2024 07:00,4,5,4,5,10,4,Buy,1
16-04-2024 06:45,3,4,3,4,18,3.892857143,Buy,1
16-04-2024 06:30,4,4,4,4,12,3.947368421,Sell,0
16-04-2024 04:15,4,4,4,4,3,3.923076923,Sell,0
16-04-2024 04:00,4,4,4,4,8,3.913043478,Sell,0
16-04-2024 03:30,4,4,4,4,3,3.866666667,Sell,0
16-04-2024 03:15,4,4,4,4,1,3.833333333,Sell,0
16-04-2024 02:45,3,3,3,3,2,3.818181818,Sell,0
16-04-2024 02:30,4,4,4,4,5,4,Sell,0
15-04-2024 13:15,4,4,4,4,4,4,Sell,0
15-04-2024 07:00,4,4,4,4,5,4,Sell,0
15-04-2024 06:45,4,4,4,4,15,4,Sell,0
15-04-2024 06:30,4,4,4,4,7,4,Sell,0
15-04-2024 04:15,4,4,4,4,1,4,Sell,0
15-04-2024 03:00,4,4,4,4,1,4,Sell,0
12-04-2024 09:30,5,5,5,5,2,4.576271186,Sell,0
12-04-2024 09:00,7,7,7,7,2,4.561403509,Sell,0
12-04-2024 08:45,6,6,6,6,3,4.472727273,Sell,0
12-04-2024 07:00,4,4,4,4,13,4.384615385,Sell,0
12-04-2024 06:30,4,4,4,4,1,4.512820513,Sell,0
12-04-2024 03:45,4,4,4,4,3,4.526315789,Sell,0
12-04-2024 03:30,4,4,4,4,9,4.571428571,Sell,0
12-04-2024 03:15,4,5,4,5,3,4.769230769,Buy,1
12-04-2024 03:00,5,5,4,5,16,4.782608696,Sell,1
12-04-2024 02:45,4,4,4,4,2,4.714285714,Sell,0
12-04-2024 02:30,5,5,5,5,5,5,Sell,0
09-04-2024 09:45,5,5,5,5,1,5.224489796,Sell,0
09-04-2024 08:00,7,7,7,7,7,5.229166667,Sell,0
09-04-2024 06:45,7,7,7,7,4,4.926829268,Sell,0
09-04-2024 06:30,5,6,5,6,5,4.702702703,Buy,1
09-04-2024 03:30,6,6,6,6,2,4.53125,Sell,0
09-04-2024 03:15,6,6,6,6,1,4.433333333,Sell,0
09-04-2024 02:45,5,5,4,5,29,4.379310345,Sell,1
08-04-2024 09:45,4,4,4,4,24,4.294117647,Sell,0
08-04-2024 09:15,5,5,5,5,1,4.555555556,Sell,0
08-04-2024 09:00,5,5,5,5,1,4.538461538,Sell,0
08-04-2024 07:45,5,6,5,6,3,4.52,Buy,1
08-04-2024 06:30,6,6,6,6,1,4.409090909,Sell,0
08-04-2024 03:00,4,5,4,5,20,4.333333333,Buy,1
08-04-2024 02:30,5,5,5,5,1,5,Sell,0
05-04-2024 09:45,5,5,5,5,9,5.085714286,Sell,0
05-04-2024 09:15,5,5,5,5,1,5.115384615,Sell,0
05-04-2024 08:30,5,5,5,5,4,5.12,Sell,0
05-04-2024 07:45,6,6,6,6,2,5.142857143,Sell,0
05-04-2024 07:30,6,6,6,6,1,5.052631579,Sell,0
05-04-2024 07:15,5,5,5,5,1,5,Sell,0
05-04-2024 02:45,5,5,5,5,9,5,Sell,0
04-04-2024 14:45,5,5,5,5,1,5,Sell,0
04-04-2024 13:45,5,5,5,5,7,5,Sell,0
04-04-2024 09:45,5,5,5,5,2,5.166666667,Sell,0
04-04-2024 08:15,6,6,6,6,5,5.169811321,Sell,0
04-04-2024 08:00,6,6,6,6,7,5.128712871,Sell,0
04-04-2024 07:30,5,5,5,5,3,5.063829787,Sell,0
04-04-2024 07:15,5,5,5,5,4,5.065934066,Sell,0
04-04-2024 03:45,5,5,5,5,3,5.068965517,Sell,0
04-04-2024 03:30,5,5,5,5,66,5.071428571,Sell,0
04-04-2024 03:15,5,5,5,5,1,5.333333333,Sell,0
04-04-2024 03:00,5,5,5,5,11,5.352941176,Sell,0
03-04-2024 15:15,6,6,6,6,1,6,Sell,0
03-04-2024 13:30,6,6,6,6,2,6,Sell,0
03-04-2024 13:15,6,6,6,6,3,6,Sell,0
03-04-2024 09:45,6,6,6,6,2,7.375,Sell,0
03-04-2024 09:30,6,6,6,6,1,7.4,Sell,0
03-04-2024 09:15,7,7,6,6,2,7.412844037,Sell,1
03-04-2024 09:00,6,6,6,6,9,7.429906542,Sell,0
03-04-2024 08:45,6,6,6,6,16,7.56122449,Sell,0
03-04-2024 08:30,6,6,6,6,6,7.865853659,Sell,0
03-04-2024 08:15,6,6,6,6,5,8.013157895,Sell,0
03-04-2024 08:00,6,6,6,6,2,8.154929577,Sell,0
03-04-2024 07:30,8,8,8,8,4,8.217391304,Sell,0
03-04-2024 03:15,8,8,6,6,28,8.230769231,Sell,2
03-04-2024 02:30,11,11,11,11,1,9.513513514,Sell,0
02-04-2024 15:00,11,11,11,11,1,9.472222222,Sell,0
02-04-2024 14:45,10,10,10,10,1,9.428571429,Sell,0
02-04-2024 14:30,10,10,10,10,3,9.411764706,Sell,0
02-04-2024 13:45,8,8,8,8,2,9.35483871,Sell,0
02-04-2024 13:30,8,10,8,10,29,9.448275862,Buy,2
02-04-2024 08:30,7,7,7,7,1,6.666666667,Sell,0
02-04-2024 07:00,7,8,7,8,23,6.658536585,Buy,1
02-04-2024 06:45,6,6,6,6,5,5.611111111,Sell,0
02-04-2024 04:15,5,5,5,5,1,5.461538462,Sell,0
02-04-2024 04:00,5,5,5,5,1,5.5,Sell,0
02-04-2024 03:45,5,5,5,5,1,5.545454545,Sell,0
02-04-2024 03:30,5,6,5,6,2,5.6,Buy,1
02-04-2024 03:15,5,5,5,5,3,5.625,Sell,0
01-04-2024 15:00,6,6,6,6,3,6,Sell,0
01-04-2024 14:45,6,6,6,6,1,6,Sell,0
01-04-2024 14:00,6,6,6,6,1,6,Sell,0
01-04-2024 07:30,6,6,6,6,1,5.972222222,Sell,0
01-04-2024 06:45,5,5,5,5,5,5.971428571,Sell,0
01-04-2024 03:30,6,6,6,6,3,6.133333333,Sell,0
01-04-2024 03:15,6,6,6,6,6,6.148148148,Sell,0
01-04-2024 03:00,6,6,6,6,17,6.19047619,Sell,0
01-04-2024 02:45,7,7,7,7,1,7,Sell,0
01-04-2024 02:30,7,7,7,7,3,7,Sell,0
29-03-2024 07:30,9,9,9,9,1,8.88,Sell,0
29-03-2024 04:15,9,9,9,9,13,8.875,Sell,0
29-03-2024 03:30,9,9,9,9,7,8.727272727,Sell,0
29-03-2024 02:30,8,9,8,9,4,8.25,Buy,1
27-03-2024 09:15,6,6,6,6,1,6.25,Sell,0
27-03-2024 03:15,7,7,6,6,2,6.272727273,Sell,1
27-03-2024 03:00,7,7,7,7,1,6.222222222,Sell,0
27-03-2024 02:30,7,7,7,7,1,6.125,Sell,0
26-03-2024 14:15,6,6,6,6,1,6,Sell,0
26-03-2024 13:30,6,6,6,6,4,6,Sell,0
26-03-2024 13:15,6,6,6,6,2,6,Sell,0
26-03-2024 09:45,6,6,6,6,2,6.414634146,Sell,0
26-03-2024 09:15,6,6,6,6,3,6.435897436,Sell,0
26-03-2024 08:30,6,6,6,6,2,6.472222222,Sell,0
26-03-2024 08:15,6,6,6,6,18,6.5,Sell,0
26-03-2024 06:45,6,6,6,6,4,7.0625,Sell,0
26-03-2024 03:45,7,7,7,7,5,7.416666667,Sell,0
26-03-2024 03:30,7,7,7,7,1,7.714285714,Sell,0
