Timestamp,Open,High,Low,Close,Volume,VWAP,Type,Range
12-04-2024 09:45,145,148,142,142,77,138.2201566,Sell,6
12-04-2024 09:30,143,146,141,146,124,137.7164021,Buy,5
12-04-2024 09:15,140,144,140,144,50,136.7429963,Buy,4
12-04-2024 09:00,139,140,137,139,10,136.4319066,Sell,3
12-04-2024 08:45,137,139,136,139,58,136.3994744,Buy,3
12-04-2024 08:30,138,139,136,139,78,136.2788051,Buy,3
12-04-2024 08:15,138,138,136,136,16,136.0496,Sell,2
12-04-2024 08:00,136,137,136,137,13,136.0197044,Buy,1
12-04-2024 07:45,136,136,136,136,9,136.0134228,Sell,0
12-04-2024 07:30,135,136,133,136,46,136.0136286,Buy,3
12-04-2024 07:15,135,135,135,135,2,136.1256932,Sell,0
12-04-2024 07:00,134,135,134,134,7,136.1298701,Sell,1
12-04-2024 06:45,134,135,134,135,39,136.156015,Buy,1
12-04-2024 06:30,133,136,133,135,97,136.3022312,Buy,3
12-04-2024 04:15,135,135,135,135,7,136.6919192,Sell,0
12-04-2024 04:00,134,134,132,132,13,136.722365,Sell,2
12-04-2024 03:45,134,134,133,133,3,136.8643617,Sell,1
12-04-2024 03:30,135,135,135,135,10,136.8927614,Sell,0
12-04-2024 03:15,131,134,131,134,40,136.9449036,Buy,3
12-04-2024 03:00,136,138,132,133,84,137.625387,Sell,6
12-04-2024 02:45,137,139,134,136,104,138.8870293,Sell,5
12-04-2024 02:30,148,148,136,138,135,141.1481481,Sell,12
09-04-2024 09:45,147,147,146,146,32,147.5595794,Sell,1
09-04-2024 09:15,150,150,149,149,3,147.6007282,Sell,1
09-04-2024 09:00,152,152,152,152,5,147.593179,Sell,0
09-04-2024 08:45,151,151,151,151,14,147.5661765,Sell,0
09-04-2024 08:30,149,150,149,150,24,147.5062344,Buy,1
09-04-2024 08:00,148,150,147,150,12,147.4318766,Buy,3
09-04-2024 07:30,150,150,150,150,6,147.4099217,Sell,0
09-04-2024 07:15,149,150,149,149,38,147.3894737,Sell,1
09-04-2024 07:00,148,149,147,149,7,147.2617729,Buy,2
09-04-2024 06:45,150,150,146,149,84,147.2517483,Sell,4
09-04-2024 06:30,150,150,144,148,104,147.1473851,Sell,6
09-04-2024 04:15,147,150,147,150,36,147.1271347,Buy,3
09-04-2024 04:00,147,148,147,147,24,146.9959267,Sell,1
09-04-2024 03:45,143,147,143,147,58,146.9528908,Buy,4
09-04-2024 03:30,143,144,142,142,52,147.0929095,Sell,2
09-04-2024 03:15,145,146,143,144,59,147.767507,Sell,3
09-04-2024 03:00,146,148,145,145,67,148.4228188,Sell,3
09-04-2024 02:45,145,147,143,144,72,148.9307359,Sell,4
